Platform,URL,Date Crawled,Product Title,Current Price,Discounted Price,Rating Average,Rating Count
CellPhones,https://cellphones.com.vn/iphone-15-plus-512gb.html,4/15/2024,iPhone 15 Plus 512GB | Chính hãng VN/A,34.990.000₫,32.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro.html,4/15/2024,iPhone 15 Pro 128GB | Chính hãng VN/A,28.990.000đ,25.290.000đ,5.0/5,3
CellPhones,https://cellphones.com.vn/iphone-15-pro-256gb.html,4/15/2024,iPhone 15 Pro 256GB | Chính hãng VN/A,31.990.000₫,28.290.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-512gb.html,4/15/2024,iPhone 15 Pro 512GB | Chính hãng VN/A,37.990.000₫,34.690.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-1tb.html,4/15/2024,iPhone 15 Pro 1TB | Chính hãng VN/A,43.990.000₫,39.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-max.html,4/15/2024,iPhone 15 Pro Max 256GB | Chính hãng VN/A,34.990.000₫,29.790.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-max-512gb.html,4/15/2024,iPhone 15 Pro Max 512GB | Chính hãng VN/A,40.990.000₫,37.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-max-1tb.html,4/15/2024,iPhone 15 Pro Max 1TB | Chính hãng VN/A,46.990.000₫,43.990.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-fe.html,4/15/2024,Samsung Galaxy S23 FE 5G 8GB 128GB,14.890.000₫,12.890.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-128gb.html,4/15/2024,Samsung Galaxy S23 8GB 128GB - Chỉ có tại CellphoneS,22.990.000₫,13.250.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23.html,4/15/2024,Samsung Galaxy S23 8GB 256GB,24.990.000₫,14.590.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-plus.html,4/15/2024,Samsung Galaxy S23 Plus 8GB 256GB,26.990.000₫,19.990.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-plus-512gb.html,4/15/2024,Samsung galaxy S23 Plus 8GB 512GB,29.990.000₫,22.990.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-ultra.html,4/15/2024,Samsung Galaxy S23 Ultra 256GB,31.990.000₫,20.890.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-ultra-12gb-512gb.html,4/15/2024,Samsung Galaxy S23 Ultra 12GB 512GB,36.990.000₫,26.490.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-ultra-12gb-1tb.html,4/15/2024,Samsung Galaxy S23 Ultra 12GB 1TB,,44.990.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15.html,4/16/2024,iPhone 15 128GB | Chính hãng VN/A,22.990.000đ,19.350.000đ,4.9/5,8
CellPhones,https://cellphones.com.vn/iphone-15-256gb.html,4/16/2024,iPhone 15 256GB | Chính hãng VN/A,25.990.000₫,23.990.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-512gb.html,4/16/2024,iPhone 15 512GB | Chính hãng VN/A,31.990.000₫,28.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-plus.html,4/16/2024,iPhone 15 Plus 128GB | Chính hãng VN/A,25.990.000₫,22.590.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-plus-256gb.html,4/16/2024,iPhone 15 Plus 256GB | Chính hãng VN/A,28.990.000₫,25.990.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-plus-512gb.html,4/16/2024,iPhone 15 Plus 512GB | Chính hãng VN/A,34.990.000₫,32.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro.html,4/16/2024,iPhone 15 Pro 128GB | Chính hãng VN/A,28.990.000₫,25.290.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-256gb.html,4/16/2024,iPhone 15 Pro 256GB | Chính hãng VN/A,31.990.000đ,27.690.000đ,5.0/5,2
CellPhones,https://cellphones.com.vn/iphone-15-pro-512gb.html,4/16/2024,iPhone 15 Pro 512GB | Chính hãng VN/A,37.990.000₫,34.690.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-1tb.html,4/16/2024,iPhone 15 Pro 1TB | Chính hãng VN/A,43.990.000₫,39.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-max.html,4/16/2024,iPhone 15 Pro Max 256GB | Chính hãng VN/A,34.990.000₫,29.690.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-max-512gb.html,4/16/2024,iPhone 15 Pro Max 512GB | Chính hãng VN/A,40.990.000₫,37.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-max-1tb.html,4/16/2024,iPhone 15 Pro Max 1TB | Chính hãng VN/A,46.990.000đ,43.990.000đ,5.0/5,2
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-fe.html,4/16/2024,Samsung Galaxy S23 FE 5G 8GB 128GB,14.890.000₫,12.890.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-128gb.html,4/16/2024,Samsung Galaxy S23 8GB 128GB - Chỉ có tại CellphoneS,22.990.000₫,13.250.000đ,5.0/5,3
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23.html,4/16/2024,Samsung Galaxy S23 8GB 256GB,24.990.000đ,14.590.000đ,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-plus.html,4/16/2024,Samsung Galaxy S23 Plus 8GB 256GB,26.990.000đ,19.990.000đ,5.0/5,1
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-plus-512gb.html,4/16/2024,Samsung galaxy S23 Plus 8GB 512GB,29.990.000₫,22.990.000₫,5.0/5,1
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-ultra.html,4/16/2024,Samsung Galaxy S23 Ultra 256GB,,21.990.000đ,4.9/5,19
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-ultra-12gb-512gb.html,4/16/2024,Samsung Galaxy S23 Ultra 12GB 512GB,36.990.000đ,26.490.000đ,5.0/5,2
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-ultra-12gb-1tb.html,4/16/2024,Samsung Galaxy S23 Ultra 12GB 1TB,,44.990.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15.html,2024-04-17,iPhone 15 128GB | Chính hãng VN/A,22.990.000đ,19.350.000đ,4.9/5,8
CellPhones,https://cellphones.com.vn/iphone-15-256gb.html,2024-04-17,iPhone 15 256GB | Chính hãng VN/A,25.990.000₫,23.990.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-512gb.html,2024-04-17,iPhone 15 512GB | Chính hãng VN/A,31.990.000₫,28.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-plus.html,2024-04-17,iPhone 15 Plus 128GB | Chính hãng VN/A,25.990.000₫,22.590.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-plus-256gb.html,2024-04-17,iPhone 15 Plus 256GB | Chính hãng VN/A,28.990.000₫,25.990.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-plus-512gb.html,2024-04-17,iPhone 15 Plus 512GB | Chính hãng VN/A,34.990.000₫,32.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro.html,2024-04-17,iPhone 15 Pro 128GB | Chính hãng VN/A,28.990.000₫,25.190.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-256gb.html,2024-04-17,iPhone 15 Pro 256GB | Chính hãng VN/A,31.990.000₫,27.690.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-512gb.html,2024-04-17,iPhone 15 Pro 512GB | Chính hãng VN/A,37.990.000₫,34.690.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-1tb.html,2024-04-17,iPhone 15 Pro 1TB | Chính hãng VN/A,43.990.000₫,39.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-max.html,2024-04-17,iPhone 15 Pro Max 256GB | Chính hãng VN/A,34.990.000₫,29.590.000đ,4.9/5,32
CellPhones,https://cellphones.com.vn/iphone-15-pro-max-512gb.html,2024-04-17,iPhone 15 Pro Max 512GB | Chính hãng VN/A,40.990.000₫,37.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-max-1tb.html,2024-04-17,iPhone 15 Pro Max 1TB | Chính hãng VN/A,46.990.000₫,43.990.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-fe.html,2024-04-17,Samsung Galaxy S23 FE 5G 8GB 128GB,14.890.000₫,12.890.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-128gb.html,2024-04-17,Samsung Galaxy S23 8GB 128GB - Chỉ có tại CellphoneS,22.990.000₫,13.250.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23.html,2024-04-17,Samsung Galaxy S23 8GB 256GB,24.990.000₫,14.590.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-plus.html,2024-04-17,Samsung Galaxy S23 Plus 8GB 256GB,26.990.000đ,19.990.000đ,5.0/5,1
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-plus-512gb.html,2024-04-17,Samsung galaxy S23 Plus 8GB 512GB,29.990.000₫,22.990.000₫,5.0/5,1
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-ultra.html,2024-04-17,Samsung Galaxy S23 Ultra 256GB,31.990.000₫,21.990.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-ultra-12gb-512gb.html,2024-04-17,Samsung Galaxy S23 Ultra 12GB 512GB,36.990.000₫,24.990.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-ultra-12gb-1tb.html,2024-04-17,Samsung Galaxy S23 Ultra 12GB 1TB,,44.990.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15.html,2024-04-19,iPhone 15 128GB | Chính hãng VN/A,22.990.000đ,19.490.000đ,4.9/5,8
CellPhones,https://cellphones.com.vn/iphone-15-256gb.html,2024-04-19,iPhone 15 256GB | Chính hãng VN/A,25.990.000₫,23.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-512gb.html,2024-04-19,iPhone 15 512GB | Chính hãng VN/A,31.990.000₫,28.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-plus.html,2024-04-19,iPhone 15 Plus 128GB | Chính hãng VN/A,25.990.000₫,22.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-plus-256gb.html,2024-04-19,iPhone 15 Plus 256GB | Chính hãng VN/A,28.990.000₫,25.690.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-plus-512gb.html,2024-04-19,iPhone 15 Plus 512GB | Chính hãng VN/A,34.990.000₫,32.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro.html,2024-04-19,iPhone 15 Pro 128GB | Chính hãng VN/A,28.990.000₫,24.990.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-256gb.html,2024-04-19,iPhone 15 Pro 256GB | Chính hãng VN/A,31.990.000₫,27.690.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-512gb.html,2024-04-19,iPhone 15 Pro 512GB | Chính hãng VN/A,37.990.000₫,34.690.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-1tb.html,2024-04-19,iPhone 15 Pro 1TB | Chính hãng VN/A,43.990.000₫,39.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-max.html,2024-04-19,iPhone 15 Pro Max 256GB | Chính hãng VN/A,34.990.000₫,29.390.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-max-512gb.html,2024-04-19,iPhone 15 Pro Max 512GB | Chính hãng VN/A,40.990.000₫,36.990.000₫,4.8/5,5
CellPhones,https://cellphones.com.vn/iphone-15-pro-max-1tb.html,2024-04-19,iPhone 15 Pro Max 1TB | Chính hãng VN/A,46.990.000đ,43.990.000đ,5.0/5,2
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-fe.html,2024-04-19,Samsung Galaxy S23 FE 5G 8GB 128GB,14.890.000₫,12.890.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-128gb.html,2024-04-19,Samsung Galaxy S23 8GB 128GB - Chỉ có tại CellphoneS,22.990.000₫,13.250.000₫,5.0/5,3
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23.html,2024-04-19,Samsung Galaxy S23 8GB 256GB,24.990.000đ,14.590.000đ,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-plus.html,2024-04-19,Samsung Galaxy S23 Plus 8GB 256GB,26.990.000₫,19.990.000₫,5.0/5,1
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-plus-512gb.html,2024-04-19,Samsung galaxy S23 Plus 8GB 512GB,29.990.000₫,22.990.000₫,5.0/5,1
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-ultra.html,2024-04-19,Samsung Galaxy S23 Ultra 256GB,31.990.000₫,21.990.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-ultra-12gb-512gb.html,2024-04-19,Samsung Galaxy S23 Ultra 12GB 512GB,36.990.000đ,24.990.000đ,5.0/5,2
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-ultra-12gb-1tb.html,2024-04-19,Samsung Galaxy S23 Ultra 12GB 1TB,,44.990.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15.html,2024-04-20,iPhone 15 128GB | Chính hãng VN/A,22.990.000đ,19.290.000đ,4.9/5,9
CellPhones,https://cellphones.com.vn/iphone-15-256gb.html,2024-04-20,iPhone 15 256GB | Chính hãng VN/A,25.990.000đ,23.490.000đ,,
CellPhones,https://cellphones.com.vn/iphone-15-512gb.html,2024-04-20,iPhone 15 512GB | Chính hãng VN/A,31.990.000₫,28.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-plus.html,2024-04-20,iPhone 15 Plus 128GB | Chính hãng VN/A,25.990.000đ,22.490.000đ,5.0/5,6
CellPhones,https://cellphones.com.vn/iphone-15-plus-256gb.html,2024-04-20,iPhone 15 Plus 256GB | Chính hãng VN/A,28.990.000đ,25.690.000đ,,
CellPhones,https://cellphones.com.vn/iphone-15-plus-512gb.html,2024-04-20,iPhone 15 Plus 512GB | Chính hãng VN/A,34.990.000₫,32.490.000₫,5.0/5,1
CellPhones,https://cellphones.com.vn/iphone-15-pro.html,2024-04-20,iPhone 15 Pro 128GB | Chính hãng VN/A,28.990.000₫,24.990.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-256gb.html,2024-04-20,iPhone 15 Pro 256GB | Chính hãng VN/A,31.990.000₫,27.690.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-512gb.html,2024-04-20,iPhone 15 Pro 512GB | Chính hãng VN/A,37.990.000₫,34.690.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-1tb.html,2024-04-20,iPhone 15 Pro 1TB | Chính hãng VN/A,43.990.000₫,39.490.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-max.html,2024-04-20,iPhone 15 Pro Max 256GB | Chính hãng VN/A,34.990.000₫,29.390.000₫,,
CellPhones,https://cellphones.com.vn/iphone-15-pro-max-512gb.html,2024-04-20,iPhone 15 Pro Max 512GB | Chính hãng VN/A,40.990.000₫,36.990.000đ,4.8/5,5
CellPhones,https://cellphones.com.vn/iphone-15-pro-max-1tb.html,2024-04-20,iPhone 15 Pro Max 1TB | Chính hãng VN/A,46.990.000đ,43.990.000đ,5.0/5,2
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-fe.html,2024-04-20,Samsung Galaxy S23 FE 5G 8GB 128GB,14.890.000đ,11.790.000đ,4.0/5,1
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-128gb.html,2024-04-20,Samsung Galaxy S23 8GB 128GB - Chỉ có tại CellphoneS,22.990.000₫,13.250.000đ,5.0/5,3
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23.html,2024-04-20,Samsung Galaxy S23 8GB 256GB,24.990.000₫,14.590.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-plus.html,2024-04-20,Samsung Galaxy S23 Plus 8GB 256GB,26.990.000₫,19.990.000₫,5.0/5,1
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-plus-512gb.html,2024-04-20,Samsung galaxy S23 Plus 8GB 512GB,29.990.000₫,22.990.000₫,,
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-ultra.html,2024-04-20,Samsung Galaxy S23 Ultra 256GB,31.990.000₫,20.990.000đ,4.9/5,19
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-ultra-12gb-512gb.html,2024-04-20,Samsung Galaxy S23 Ultra 12GB 512GB,36.990.000đ,24.990.000đ,5.0/5,2
CellPhones,https://cellphones.com.vn/samsung-galaxy-s23-ultra-12gb-1tb.html,2024-04-20,Samsung Galaxy S23 Ultra 12GB 1TB,,44.990.000₫,,
